item_id,name,supplier_id,safety_stock_quantity
100306,item_000305,841,10
100307,item_000306,190,10
100308,item_000307,717,10
100309,item_000308,701,10
100310,item_000309,258,10
100311,item_000310,656,10
100312,item_000311,877,10
100313,item_000312,234,10
100314,item_000313,392,10
100315,item_000314,587,10
100316,item_000315,27,10
100317,item_000316,798,10
100318,item_000317,807,10
100319,item_000318,774,10
100320,item_000319,947,10
100321,item_000320,779,10
100322,item_000321,287,10
100323,item_000322,966,10
100324,item_000323,866,10
100325,item_000324,774,10
100326,item_000325,357,10
100327,item_000326,529,10
100328,item_000327,418,10
100329,item_000328,497,10
100330,item_000329,47,10
100331,item_000330,588,10
100332,item_000331,311,10
100333,item_000332,995,10
100334,item_000333,865,10
100335,item_000334,590,10
100336,item_000335,13,10
100337,item_000336,442,10
100338,item_000337,276,10
100339,item_000338,351,10
100340,item_000339,183,10
100341,item_000340,395,10
100342,item_000341,698,10
100343,item_000342,699,10
100344,item_000343,957,10
100345,item_000344,17,10
100346,item_000345,932,10
100347,item_000346,889,10
100348,item_000347,868,10
100349,item_000348,464,10
100350,item_000349,918,10
100351,item_000350,391,10
100352,item_000351,469,10
100353,item_000352,873,10
100354,item_000353,435,10
100355,item_000354,450,10
100356,item_000355,845,10
100357,item_000356,28,10
100358,item_000357,780,10
100359,item_000358,155,10
100360,item_000359,130,10
100361,item_000360,626,10
100362,item_000361,9,10
100363,item_000362,338,10
100364,item_000363,874,10
100365,item_000364,739,10
100366,item_000365,493,10
100367,item_000366,904,10
100368,item_000367,791,10
100369,item_000368,516,10
100370,item_000369,946,10
100371,item_000370,472,10
100372,item_000371,669,10
100373,item_000372,933,10
100374,item_000373,778,10
100375,item_000374,844,10
100376,item_000375,369,10
100377,item_000376,705,10
100378,item_000377,245,10
100379,item_000378,939,10
100380,item_000379,711,10
100381,item_000380,517,10
100382,item_000381,675,10
100383,item_000382,622,10
100384,item_000383,702,10
100385,item_000384,108,10
100386,item_000385,148,10
100387,item_000386,36,10
100388,item_000387,656,10
100389,item_000388,475,10
100390,item_000389,779,10
100391,item_000390,284,10
100392,item_000391,368,10
100393,item_000392,493,10
100394,item_000393,260,10
100395,item_000394,759,10
100396,item_000395,126,10
100397,item_000396,64,10
100398,item_000397,273,10
100399,item_000398,190,10
100400,item_000399,158,10
100401,item_000400,833,10
100402,item_000401,539,10
100403,item_000402,39,10
100404,item_000403,369,10
100405,item_000404,349,10
100406,item_000405,829,10
100407,item_000406,416,10
100408,item_000407,133,10
100409,item_000408,854,10
100410,item_000409,904,10
100411,item_000410,451,10
100412,item_000411,975,10
100413,item_000412,100,10
100414,item_000413,229,10
100415,item_000414,857,10
100416,item_000415,514,10
100417,item_000416,158,10
100418,item_000417,77,10
100419,item_000418,791,10
100420,item_000419,593,10
100421,item_000420,535,10
100422,item_000421,554,10
100423,item_000422,923,10
100424,item_000423,299,10
100425,item_000424,132,10
100426,item_000425,357,10
100427,item_000426,577,10
100428,item_000427,12,10
100429,item_000428,749,10
100430,item_000429,2,10
100431,item_000430,391,10
100432,item_000431,943,10
100433,item_000432,496,10
100434,item_000433,758,10
100435,item_000434,14,10
100436,item_000435,591,10
100437,item_000436,381,10
100438,item_000437,918,10
100439,item_000438,91,10
100440,item_000439,482,10
100441,item_000440,44,10
100442,item_000441,934,10
100443,item_000442,661,10
100444,item_000443,145,10
100445,item_000444,750,10
100446,item_000445,629,10
100447,item_000446,501,10
100448,item_000447,731,10
100449,item_000448,519,10
100450,item_000449,15,10
100451,item_000450,890,10
100452,item_000451,662,10
100453,item_000452,285,10
100454,item_000453,978,10
100455,item_000454,21,10
100456,item_000455,341,10
100457,item_000456,71,10
100458,item_000457,473,10
100459,item_000458,198,10
100460,item_000459,50,10
100461,item_000460,374,10
100462,item_000461,191,10
100463,item_000462,387,10
100464,item_000463,831,10
100465,item_000464,106,10
100466,item_000465,866,10
100467,item_000466,563,10
100468,item_000467,115,10
100469,item_000468,264,10
100470,item_000469,812,10
100471,item_000470,585,10
100472,item_000471,520,10
100473,item_000472,354,10
100474,item_000473,326,10
100475,item_000474,741,10
100476,item_000475,40,10
100477,item_000476,978,10
100478,item_000477,891,10
100479,item_000478,149,10
100480,item_000479,55,10
100481,item_000480,704,10
100482,item_000481,70,10
100483,item_000482,818,10
100484,item_000483,913,10
100485,item_000484,359,10
100486,item_000485,306,10
100487,item_000486,761,10
100488,item_000487,459,10
100489,item_000488,207,10
100490,item_000489,352,10
100491,item_000490,333,10
100492,item_000491,394,10
100493,item_000492,196,10
100494,item_000493,758,10
100495,item_000494,963,10
100496,item_000495,343,10
100497,item_000496,538,10
100498,item_000497,106,10
100499,item_000498,96,10
100500,item_000499,724,10
100501,item_000500,70,10
100502,item_000501,504,10
100503,item_000502,668,10
100504,item_000503,460,10
100505,item_000504,45,10
100506,item_000505,433,10
100507,item_000506,186,10
100508,item_000507,169,10
100509,item_000508,818,10
100510,item_000509,882,10
100511,item_000510,895,10
100512,item_000511,792,10
100513,item_000512,866,10
100514,item_000513,433,10
100515,item_000514,491,10
100516,item_000515,193,10
100517,item_000516,167,10
100518,item_000517,215,10
100519,item_000518,733,10
100520,item_000519,110,10
100521,item_000520,411,10
100522,item_000521,438,10
100523,item_000522,953,10
100524,item_000523,879,10
100525,item_000524,979,10
100526,item_000525,19,10
100527,item_000526,348,10
100528,item_000527,958,10
100529,item_000528,879,10
100530,item_000529,123,10
100531,item_000530,108,10
100532,item_000531,432,10
100533,item_000532,17,10
100534,item_000533,316,10
100535,item_000534,176,10
100536,item_000535,990,10
100537,item_000536,105,10
100538,item_000537,413,10
100539,item_000538,467,10
100540,item_000539,766,10
100541,item_000540,576,10
100542,item_000541,81,10
100543,item_000542,613,10
100544,item_000543,569,10
100545,item_000544,700,10
100546,item_000545,55,10
100547,item_000546,292,10
100548,item_000547,125,10
100549,item_000548,708,10
100550,item_000549,792,10
100551,item_000550,689,10
100552,item_000551,845,10
100553,item_000552,661,10
100554,item_000553,125,10
100555,item_000554,309,10
100556,item_000555,230,10
100557,item_000556,162,10
100558,item_000557,367,10
100559,item_000558,714,10
100560,item_000559,726,10
100561,item_000560,64,10
100562,item_000561,438,10
100563,item_000562,761,10
100564,item_000563,48,10
100565,item_000564,852,10
100566,item_000565,386,10
100567,item_000566,692,10
100568,item_000567,723,10
100569,item_000568,25,10
100570,item_000569,880,10
100571,item_000570,818,10
100572,item_000571,873,10
100573,item_000572,521,10
100574,item_000573,53,10
100575,item_000574,684,10
100576,item_000575,246,10
100577,item_000576,496,10
100578,item_000577,362,10
100579,item_000578,928,10
100580,item_000579,980,10
100581,item_000580,255,10
100582,item_000581,926,10
100583,item_000582,954,10
100584,item_000583,207,10
100585,item_000584,921,10
100586,item_000585,860,10
100587,item_000586,531,10
100588,item_000587,909,10
100589,item_000588,798,10
100590,item_000589,369,10
100591,item_000590,480,10
100592,item_000591,342,10
100593,item_000592,303,10
100594,item_000593,514,10
100595,item_000594,260,10
100596,item_000595,113,10
100597,item_000596,652,10
100598,item_000597,789,10
100599,item_000598,433,10
100600,item_000599,865,10
100601,item_000600,726,10
100602,item_000601,751,10
100603,item_000602,989,10
100604,item_000603,385,10
100605,item_000604,666,10
100606,item_000605,511,10
100607,item_000606,225,10
100608,item_000607,153,10
100609,item_000608,576,10
100610,item_000609,751,10
100611,item_000610,782,10
100612,item_000611,253,10
100613,item_000612,852,10
100614,item_000613,664,10
100615,item_000614,534,10
100616,item_000615,254,10
100617,item_000616,640,10
100618,item_000617,568,10
100619,item_000618,580,10
100620,item_000619,362,10
100621,item_000620,330,10
100622,item_000621,783,10
100623,item_000622,958,10
100624,item_000623,422,10
100625,item_000624,415,10
100626,item_000625,469,10
100627,item_000626,975,10
100628,item_000627,695,10
100629,item_000628,630,10
100630,item_000629,491,10
100631,item_000630,43,10
100632,item_000631,48,10
100633,item_000632,70,10
100634,item_000633,369,10
100635,item_000634,780,10
100636,item_000635,290,10
100637,item_000636,9,10
100638,item_000637,678,10
100639,item_000638,896,10
100640,item_000639,653,10
100641,item_000640,279,10
100642,item_000641,589,10
100643,item_000642,641,10
100644,item_000643,579,10
100645,item_000644,880,10
100646,item_000645,553,10
100647,item_000646,45,10
100648,item_000647,40,10
100649,item_000648,14,10
100650,item_000649,607,10
100651,item_000650,584,10
100652,item_000651,470,10
100653,item_000652,850,10
100654,item_000653,953,10
100655,item_000654,529,10
100656,item_000655,179,10
100657,item_000656,188,10
100658,item_000657,292,10
100659,item_000658,833,10
100660,item_000659,629,10
100661,item_000660,454,10
100662,item_000661,892,10
100663,item_000662,265,10
100664,item_000663,359,10
100665,item_000664,17,10
100666,item_000665,621,10
100667,item_000666,671,10
100668,item_000667,871,10
100669,item_000668,916,10
100670,item_000669,647,10
100671,item_000670,570,10
100672,item_000671,32,10
100673,item_000672,291,10
100674,item_000673,791,10
100675,item_000674,627,10
100676,item_000675,530,10
100677,item_000676,771,10
100678,item_000677,826,10
100679,item_000678,283,10
100680,item_000679,188,10
100681,item_000680,489,10
100682,item_000681,603,10
100683,item_000682,639,10
100684,item_000683,645,10
100685,item_000684,566,10
100686,item_000685,631,10
100687,item_000686,112,10
100688,item_000687,545,10
100689,item_000688,360,10
100690,item_000689,385,10
100691,item_000690,932,10
100692,item_000691,657,10
100693,item_000692,230,10
100694,item_000693,174,10
100695,item_000694,432,10
100696,item_000695,312,10
100697,item_000696,315,10
100698,item_000697,29,10
100699,item_000698,358,10
100700,item_000699,726,10
100701,item_000700,753,10
100702,item_000701,161,10
100703,item_000702,347,10
100704,item_000703,323,10
100705,item_000704,59,10
100706,item_000705,367,10
100707,item_000706,710,10
100708,item_000707,150,10
100709,item_000708,779,10
100710,item_000709,513,10
100711,item_000710,318,10
100712,item_000711,313,10
100713,item_000712,154,10
100714,item_000713,128,10
100715,item_000714,46,10
100716,item_000715,789,10
100717,item_000716,159,10
100718,item_000717,171,10
100719,item_000718,219,10
100720,item_000719,461,10
100721,item_000720,830,10
100722,item_000721,293,10
100723,item_000722,387,10
100724,item_000723,95,10
100725,item_000724,885,10
100726,item_000725,436,10
100727,item_000726,287,10
100728,item_000727,680,10
100729,item_000728,917,10
100730,item_000729,906,10
100731,item_000730,591,10
100732,item_000731,877,10
100733,item_000732,4,10
100734,item_000733,361,10
100735,item_000734,330,10
100736,item_000735,700,10
100737,item_000736,538,10
100738,item_000737,960,10
100739,item_000738,666,10
100740,item_000739,31,10
100741,item_000740,23,10
100742,item_000741,204,10
100743,item_000742,440,10
100744,item_000743,170,10
100745,item_000744,696,10
100746,item_000745,13,10
100747,item_000746,455,10
100748,item_000747,938,10
100749,item_000748,17,10
100750,item_000749,113,10
100751,item_000750,693,10
100752,item_000751,123,10
100753,item_000752,515,10
100754,item_000753,860,10
100755,item_000754,433,10
100756,item_000755,150,10
100757,item_000756,764,10
100758,item_000757,30,10
100759,item_000758,990,10
100760,item_000759,986,10
100761,item_000760,818,10
100762,item_000761,229,10
100763,item_000762,960,10
100764,item_000763,196,10
100765,item_000764,260,10
100766,item_000765,570,10
100767,item_000766,603,10
100768,item_000767,678,10
100769,item_000768,513,10
100770,item_000769,383,10
100771,item_000770,83,10
100772,item_000771,460,10
100773,item_000772,669,10
100774,item_000773,436,10
100775,item_000774,553,10
100776,item_000775,369,10
100777,item_000776,814,10
100778,item_000777,275,10
100779,item_000778,428,10
100780,item_000779,445,10
100781,item_000780,284,10
100782,item_000781,781,10
100783,item_000782,807,10
100784,item_000783,634,10
100785,item_000784,401,10
100786,item_000785,288,10
100787,item_000786,680,10
100788,item_000787,652,10
100789,item_000788,249,10
100790,item_000789,301,10
100791,item_000790,585,10
100792,item_000791,415,10
100793,item_000792,354,10
100794,item_000793,562,10
100795,item_000794,319,10
100796,item_000795,136,10
100797,item_000796,190,10
100798,item_000797,505,10
100799,item_000798,67,10
100800,item_000799,804,10
100801,item_000800,122,10
100802,item_000801,578,10
100803,item_000802,47,10
100804,item_000803,709,10
100805,item_000804,61,10
100806,item_000805,83,10
100807,item_000806,212,10
100808,item_000807,54,10
100809,item_000808,872,10
100810,item_000809,587,10
100811,item_000810,372,10
100812,item_000811,264,10
100813,item_000812,142,10
100814,item_000813,451,10
100815,item_000814,520,10
100816,item_000815,153,10
100817,item_000816,674,10
100818,item_000817,570,10
100819,item_000818,685,10
100820,item_000819,647,10
100821,item_000820,576,10
100822,item_000821,113,10
100823,item_000822,933,10
100824,item_000823,827,10
100825,item_000824,722,10
100826,item_000825,603,10
100827,item_000826,765,10
100828,item_000827,548,10
100829,item_000828,695,10
100830,item_000829,563,10
100831,item_000830,592,10
100832,item_000831,323,10
100833,item_000832,656,10
100834,item_000833,183,10
100835,item_000834,932,10
100836,item_000835,718,10
100837,item_000836,688,10
100838,item_000837,235,10
100839,item_000838,403,10
100840,item_000839,866,10
100841,item_000840,703,10
100842,item_000841,223,10
100843,item_000842,465,10
100844,item_000843,742,10
100845,item_000844,86,10
100846,item_000845,111,10
100847,item_000846,696,10
100848,item_000847,258,10
100849,item_000848,334,10
100850,item_000849,334,10
100851,item_000850,491,10
100852,item_000851,958,10
100853,item_000852,989,10
100854,item_000853,456,10
100855,item_000854,614,10
100856,item_000855,826,10
100857,item_000856,940,10
100858,item_000857,4,10
100859,item_000858,905,10
100860,item_000859,933,10
100861,item_000860,985,10
100862,item_000861,448,10
100863,item_000862,834,10
100864,item_000863,650,10
100865,item_000864,800,10
100866,item_000865,623,10
100867,item_000866,886,10
100868,item_000867,172,10
100869,item_000868,315,10
100870,item_000869,498,10
100871,item_000870,182,10
100872,item_000871,18,10
100873,item_000872,145,10
100874,item_000873,525,10
100875,item_000874,559,10
100876,item_000875,931,10
100877,item_000876,549,10
100878,item_000877,174,10
100879,item_000878,592,10
100880,item_000879,624,10
100881,item_000880,787,10
100882,item_000881,646,10
100883,item_000882,90,10
100884,item_000883,348,10
100885,item_000884,966,10
100886,item_000885,334,10
100887,item_000886,365,10
100888,item_000887,510,10
100889,item_000888,298,10
100890,item_000889,612,10
100891,item_000890,676,10
100892,item_000891,684,10
100893,item_000892,336,10
100894,item_000893,36,10
100895,item_000894,395,10
100896,item_000895,197,10
100897,item_000896,992,10
100898,item_000897,228,10
100899,item_000898,700,10
100900,item_000899,182,10
100901,item_000900,460,10
100902,item_000901,647,10
100903,item_000902,927,10
100904,item_000903,391,10
100905,item_000904,784,10
100906,item_000905,756,10
100907,item_000906,784,10
100908,item_000907,997,10
100909,item_000908,450,10
100910,item_000909,598,10
100911,item_000910,307,10
100912,item_000911,184,10
100913,item_000912,613,10
100914,item_000913,274,10
100915,item_000914,23,10
100916,item_000915,44,10
100917,item_000916,899,10
100918,item_000917,639,10
100919,item_000918,11,10
100920,item_000919,902,10
100921,item_000920,965,10
100922,item_000921,728,10
100923,item_000922,879,10
100924,item_000923,803,10
100925,item_000924,234,10
100926,item_000925,208,10
100927,item_000926,541,10
100928,item_000927,221,10
100929,item_000928,281,10
100930,item_000929,411,10
100931,item_000930,135,10
100932,item_000931,209,10
100933,item_000932,725,10
100934,item_000933,197,10
100935,item_000934,804,10
100936,item_000935,992,10
100937,item_000936,746,10
100938,item_000937,547,10
100939,item_000938,116,10
100940,item_000939,180,10
100941,item_000940,419,10
100942,item_000941,589,10
100943,item_000942,700,10
100944,item_000943,293,10
100945,item_000944,450,10
100946,item_000945,570,10
100947,item_000946,593,10
100948,item_000947,785,10
100949,item_000948,404,10
100950,item_000949,484,10
100951,item_000950,470,10
100952,item_000951,382,10
100953,item_000952,174,10
100954,item_000953,83,10
100955,item_000954,568,10
100956,item_000955,776,10
100957,item_000956,639,10
100958,item_000957,312,10
100959,item_000958,765,10
100960,item_000959,833,10
100961,item_000960,698,10
100962,item_000961,778,10
100963,item_000962,66,10
100964,item_000963,915,10
100965,item_000964,471,10
100966,item_000965,82,10
100967,item_000966,190,10
100968,item_000967,646,10
100969,item_000968,723,10
100970,item_000969,368,10
100971,item_000970,982,10
100972,item_000971,399,10
100973,item_000972,529,10
100974,item_000973,930,10
100975,item_000974,742,10
100976,item_000975,67,10
100977,item_000976,190,10
100978,item_000977,470,10
100979,item_000978,585,10
100980,item_000979,741,10
100981,item_000980,204,10
100982,item_000981,759,10
100983,item_000982,226,10
100984,item_000983,497,10
100985,item_000984,765,10
100986,item_000985,996,10
100987,item_000986,692,10
100988,item_000987,873,10
100989,item_000988,798,10
100990,item_000989,617,10
100991,item_000990,942,10
100992,item_000991,72,10
100993,item_000992,625,10
100994,item_000993,289,10
100995,item_000994,666,10
100996,item_000995,339,10
100997,item_000996,564,10
100998,item_000997,862,10
100999,item_000998,302,10
101000,item_000999,93,10
101001,item_001000,865,10
101002,item_001001,787,10
101003,item_001002,745,10
101004,item_001003,682,10
101005,item_001004,562,10
101006,item_001005,927,10
101007,item_001006,660,10
101008,item_001007,341,10
101009,item_001008,797,10
101010,item_001009,281,10
101011,item_001010,943,10
101012,item_001011,530,10
101013,item_001012,720,10
101014,item_001013,203,10
101015,item_001014,613,10
101016,item_001015,877,10
101017,item_001016,62,10
101018,item_001017,333,10
101019,item_001018,449,10
101020,item_001019,292,10
101021,item_001020,237,10
101022,item_001021,719,10
101023,item_001022,178,10
101024,item_001023,356,10
101025,item_001024,341,10
101026,item_001025,141,10
101027,item_001026,685,10
101028,item_001027,335,10
101029,item_001028,381,10
101030,item_001029,299,10
101031,item_001030,970,10
101032,item_001031,990,10
101033,item_001032,98,10
101034,item_001033,234,10
101035,item_001034,792,10
101036,item_001035,335,10
101037,item_001036,25,10
101038,item_001037,55,10
101039,item_001038,373,10
101040,item_001039,39,10
101041,item_001040,263,10
101042,item_001041,720,10
101043,item_001042,731,10
101044,item_001043,694,10
101045,item_001044,636,10
101046,item_001045,130,10
101047,item_001046,753,10
101048,item_001047,835,10
101049,item_001048,333,10
101050,item_001049,762,10
101051,item_001050,473,10
101052,item_001051,8,10
101053,item_001052,512,10
101054,item_001053,486,10
101055,item_001054,667,10
101056,item_001055,893,10
101057,item_001056,616,10
101058,item_001057,368,10
101059,item_001058,2,10
101060,item_001059,1,10
101061,item_001060,534,10
101062,item_001061,447,10
101063,item_001062,613,10
101064,item_001063,410,10
101065,item_001064,317,10
101066,item_001065,251,10
101067,item_001066,443,10
101068,item_001067,978,10
101069,item_001068,832,10
101070,item_001069,980,10
101071,item_001070,250,10
101072,item_001071,339,10
101073,item_001072,408,10
101074,item_001073,528,10
101075,item_001074,335,10
101076,item_001075,474,10
101077,item_001076,526,10
101078,item_001077,281,10
101079,item_001078,718,10
101080,item_001079,414,10
101081,item_001080,421,10
101082,item_001081,540,10
101083,item_001082,631,10
101084,item_001083,823,10
101085,item_001084,479,10
101086,item_001085,415,10
101087,item_001086,413,10
101088,item_001087,863,10
101089,item_001088,529,10
101090,item_001089,63,10
101091,item_001090,820,10
101092,item_001091,380,10
101093,item_001092,55,10
101094,item_001093,690,10
101095,item_001094,707,10
101096,item_001095,906,10
101097,item_001096,532,10
101098,item_001097,786,10
101099,item_001098,44,10
101100,item_001099,131,10
101101,item_001100,437,10
101102,item_001101,119,10
101103,item_001102,98,10
101104,item_001103,568,10
101105,item_001104,479,10
101106,item_001105,234,10
101107,item_001106,139,10
101108,item_001107,286,10
101109,item_001108,834,10
101110,item_001109,620,10
101111,item_001110,623,10
101112,item_001111,269,10
101113,item_001112,360,10
101114,item_001113,1,10
101115,item_001114,611,10
101116,item_001115,908,10
101117,item_001116,437,10
101118,item_001117,404,10
101119,item_001118,427,10
101120,item_001119,780,10
101121,item_001120,599,10
101122,item_001121,421,10
101123,item_001122,305,10
101124,item_001123,421,10
101125,item_001124,685,10
101126,item_001125,313,10
101127,item_001126,388,10
101128,item_001127,631,10
101129,item_001128,789,10
101130,item_001129,184,10
101131,item_001130,721,10
101132,item_001131,525,10
101133,item_001132,645,10
101134,item_001133,743,10
101135,item_001134,331,10
101136,item_001135,360,10
101137,item_001136,921,10
101138,item_001137,474,10
101139,item_001138,114,10
101140,item_001139,374,10
101141,item_001140,51,10
101142,item_001141,502,10
101143,item_001142,872,10
101144,item_001143,432,10
101145,item_001144,28,10
101146,item_001145,814,10
101147,item_001146,465,10
101148,item_001147,54,10
101149,item_001148,469,10
101150,item_001149,685,10
101151,item_001150,990,10
101152,item_001151,268,10
101153,item_001152,179,10
101154,item_001153,768,10
101155,item_001154,188,10
101156,item_001155,897,10
101157,item_001156,306,10
101158,item_001157,948,10
101159,item_001158,232,10
101160,item_001159,721,10
101161,item_001160,619,10
101162,item_001161,735,10
101163,item_001162,840,10
